"","LotFrontage","Street","LandContour","LandSlope","Neighborhood","Condition1","Condition2","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","TotalBsmtSF","Heating","HeatingQC","CentralAir2","Electrical","1stFlrSF","2ndFlrSF","GrLivArea","BsmtHalfBath","FullBath","TotRmsAbvGrd","GarageYrBlt","GarageFinish","GarageCars","GarageArea","SaleCondition","SalePrice"
"109",85,"Pave","Lvl","Gtl","IDOTRR","Artery","Norm","1.5Fin",5,7,1919,2005,"Gable","TA","TA","CBlock","TA","TA",793,"GasW","TA",0,"FuseF",997,520,1517,0,2,7,NA,NA,0,0,"Normal",115000
"110",105,"Pave","Lvl","Gtl","NWAmes","Norm","Norm","1Story",6,6,1977,1977,"Hip","TA","TA","CBlock","Gd","TA",1844,"GasA","Ex",1,"SBrkr",1844,0,1844,0,2,7,1977,"RFn",2,546,"Normal",190000
"111",75,"Pave","Lvl","Gtl","Edwards","Norm","Norm","1.5Fin",6,4,1954,1972,"Gable","TA","TA","CBlock","TA","Fa",994,"GasA","Gd",1,"SBrkr",1216,639,1855,0,2,7,1954,"Unf",1,325,"Normal",136900
"112",NA,"Pave","Lvl","Gtl","Gilbert","Norm","Norm","SLvl",7,5,2000,2000,"Gable","TA","TA","PConc","Gd","TA",384,"GasA","Ex",1,"SBrkr",774,656,1430,0,2,7,2000,"Fin",2,400,"Normal",180000
"113",77,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","2Story",7,5,2007,2007,"Gable","Gd","TA","PConc","Ex","TA",1264,"GasA","Ex",1,"SBrkr",1282,1414,2696,0,2,10,2007,"Fin",3,792,"Partial",383970
"114",NA,"Pave","Bnk","Gtl","Crawfor","Norm","Norm","1Story",6,5,1953,1953,"Hip","TA","Gd","CBlock","Gd","TA",1809,"GasA","TA",1,"SBrkr",2259,0,2259,0,2,7,1953,"Unf",2,450,"Abnorml",217000
"115",61,"Pave","Lvl","Mod","Crawfor","Norm","Norm","2Story",6,8,1945,2002,"Gambrel","TA","TA","CBlock","TA","TA",1028,"GasA","Ex",1,"SBrkr",1436,884,2320,0,2,9,1945,"Unf",1,180,"Normal",259500
"116",34,"Pave","Lvl","Gtl","Somerst","Norm","Norm","2Story",6,5,1999,1999,"Gable","TA","TA","PConc","Gd","TA",729,"GasA","Gd",1,"SBrkr",729,729,1458,0,2,5,1999,"Unf",2,440,"Normal",176000
"117",NA,"Pave","Lvl","Gtl","Sawyer","Norm","Norm","1Story",5,5,1962,1962,"Gable","TA","TA","CBlock","TA","TA",1092,"GasA","TA",1,"SBrkr",1092,0,1092,1,1,6,1962,"Unf",1,288,"Normal",139000
"118",74,"Pave","Lvl","Gtl","Edwards","Norm","Norm","1Story",5,5,2006,2007,"Gable","TA","TA","PConc","Gd","TA",1125,"GasA","Gd",1,"SBrkr",1125,0,1125,0,1,5,2007,"Unf",2,430,"Partial",155000
"119",90,"Pave","Lvl","Gtl","SawyerW","Norm","Norm","2Story",7,5,1990,1990,"Hip","TA","TA","PConc","Gd","TA",1673,"GasA","Gd",1,"SBrkr",1699,1523,3222,0,3,11,1990,"Unf",3,594,"Normal",320000
"120",65,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","2Story",6,5,2005,2006,"Gable","Gd","TA","PConc","Gd","TA",728,"GasA","Ex",1,"SBrkr",728,728,1456,0,2,8,2005,"Fin",2,390,"Partial",163990
"121",NA,"Pave","Low","Sev","ClearCr","Norm","Norm","SLvl",6,5,1969,1969,"Flat","TA","TA","CBlock","TA","TA",938,"GasA","Ex",1,"SBrkr",988,0,988,0,1,4,1969,"Unf",2,540,"Normal",180000
"122",50,"Pave","Lvl","Gtl","IDOTRR","Norm","Norm","1.5Fin",4,5,1939,1950,"Gable","TA","TA","PConc","TA","TA",732,"GasA","Gd",1,"SBrkr",772,351,1123,0,1,4,1979,"Unf",1,264,"Normal",1e+05
"123",75,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",6,7,1958,1958,"Hip","TA","Gd","CBlock","TA","TA",1080,"GasA","Gd",1,"SBrkr",1080,0,1080,0,1,5,1958,"Unf",1,288,"Normal",136000
"124",55,"Pave","Lvl","Gtl","SawyerW","Norm","Norm","1Story",6,5,1993,1993,"Gable","Gd","TA","PConc","Gd","TA",1199,"GasA","Ex",1,"SBrkr",1199,0,1199,0,2,5,1993,"RFn",2,530,"Normal",153900
"125",48,"Pave","Lvl","Gtl","NWAmes","Norm","Norm","1Story",6,5,1979,1998,"Gable","TA","Gd","CBlock","Gd","Fa",1362,"GasA","TA",1,"SBrkr",1586,0,1586,0,2,7,1979,"Unf",2,435,"Normal",181000
"126",60,"Pave","Lvl","Gtl","IDOTRR","Norm","Norm","1.5Fin",6,8,1935,1982,"Gable","TA","Fa","CBlock","TA","TA",520,"GasA","Gd",0,"SBrkr",520,0,754,0,1,5,NA,NA,0,0,"Normal",84500
"127",NA,"Pave","Lvl","Gtl","NPkVill","Norm","Norm","1Story",6,5,1976,1976,"Gable","TA","TA","CBlock","Gd","TA",1078,"GasA","TA",1,"SBrkr",958,0,958,0,2,5,1977,"RFn",2,440,"Normal",128000
"128",55,"Pave","Bnk","Gtl","OldTown","Feedr","Norm","1.5Unf",5,7,1930,1950,"Gable","TA","Gd","BrkTil","TA","TA",672,"GasA","Ex",1,"SBrkr",840,0,840,0,1,5,NA,NA,0,0,"Normal",87000
"129",69,"Pave","Lvl","Gtl","NAmes","PosN","Norm","2Story",6,5,1966,1966,"Gable","TA","TA","CBlock","TA","TA",660,"GasA","TA",1,"SBrkr",660,688,1348,0,1,6,1966,"RFn",2,453,"Normal",155000
"130",69,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,7,1958,1991,"Gable","TA","TA","CBlock","TA","TA",1008,"GasA","TA",1,"FuseA",1053,0,1053,1,1,6,1998,"RFn",2,750,"Abnorml",150000
"131",88,"Pave","Lvl","Gtl","NAmes","Norm","Norm","2Story",7,6,1966,1966,"Gable","TA","TA","CBlock","TA","TA",924,"GasA","Ex",1,"SBrkr",1216,941,2157,0,2,8,1966,"Fin",2,487,"Normal",226000
"132",NA,"Pave","Lvl","Gtl","Gilbert","Norm","Norm","2Story",6,5,2000,2000,"Gable","Gd","TA","PConc","Gd","TA",992,"GasA","Ex",1,"SBrkr",1022,1032,2054,0,2,7,2000,"RFn",2,390,"Normal",244000
"133",75,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,6,1959,2002,"Gable","TA","TA","CBlock","TA","TA",1063,"GasA","Gd",1,"SBrkr",1327,0,1327,0,1,7,1974,"Unf",2,624,"Normal",150750
"134",NA,"Pave","Lvl","Gtl","Timber","Norm","Norm","1Story",8,5,2001,2002,"Gable","Gd","TA","PConc","Ex","TA",1267,"GasA","Ex",1,"SBrkr",1296,0,1296,0,2,6,2001,"Fin",2,471,"Normal",220000
"135",78,"Pave","Lvl","Gtl","Sawyer","Norm","Norm","1Story",5,6,1968,1993,"Gable","TA","TA","CBlock","TA","TA",1461,"GasA","Gd",1,"SBrkr",1721,0,1721,0,2,7,1968,"RFn",2,440,"Normal",180000
"136",80,"Pave","Lvl","Gtl","NWAmes","Norm","Norm","1Story",7,6,1970,1970,"Hip","TA","TA","PConc","TA","TA",1304,"GasA","Gd",1,"SBrkr",1682,0,1682,0,2,7,1970,"Unf",2,530,"Normal",174000
"137",NA,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,5,1967,1967,"Gable","TA","TA","CBlock","TA","TA",1214,"GasA","TA",1,"SBrkr",1214,0,1214,0,2,5,1967,"RFn",1,318,"Normal",143000
"138",82,"Pave","Lvl","Gtl","Mitchel","Norm","Norm","1Story",7,5,1988,1989,"Gable","TA","TA","CBlock","TA","TA",1907,"GasA","Gd",1,"SBrkr",1959,0,1959,0,3,9,1989,"Unf",3,766,"Family",171000
"139",73,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","2Story",8,5,1999,2000,"Gable","Gd","TA","PConc","Gd","TA",1004,"GasA","Ex",1,"SBrkr",1004,848,1852,0,2,7,1999,"Fin",3,660,"Normal",230000
"140",65,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","2Story",6,5,1997,1997,"Gable","TA","TA","PConc","Gd","TA",928,"GasA","Ex",1,"SBrkr",928,836,1764,0,2,7,1997,"RFn",2,470,"Normal",231500
"141",70,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",4,5,1971,1971,"Gable","TA","TA","CBlock","TA","TA",864,"GasA","TA",1,"SBrkr",864,0,864,0,1,5,NA,NA,0,0,"Normal",115000
"142",78,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","1Story",7,5,2005,2005,"Gable","Gd","TA","PConc","Gd","TA",1734,"GasA","Ex",1,"SBrkr",1734,0,1734,0,2,7,2005,"Fin",2,660,"Normal",260000
"143",71,"Pave","Lvl","Gtl","NAmes","Artery","Norm","1.5Fin",5,4,1952,1952,"Gable","TA","Fa","CBlock","TA","TA",910,"GasA","Fa",1,"SBrkr",910,475,1385,0,2,6,2000,"Unf",2,720,"Normal",166000
"144",78,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","1Story",7,5,1999,1999,"Gable","Gd","TA","PConc","Gd","TA",1490,"GasA","Ex",1,"SBrkr",1501,0,1501,0,2,6,1999,"RFn",2,577,"Normal",204000
"145",70,"Pave","Lvl","Gtl","Sawyer","RRAe","Norm","1Story",5,5,1963,1963,"Gable","TA","TA","CBlock","TA","TA",1728,"GasA","TA",1,"SBrkr",1728,0,1728,0,2,10,1963,"Unf",2,504,"Abnorml",125000
"146",24,"Pave","Lvl","Gtl","Edwards","Norm","Norm","2Story",6,5,2004,2006,"Gable","Gd","TA","PConc","Gd","TA",970,"GasA","Ex",1,"SBrkr",970,739,1709,0,2,7,2004,"Unf",2,380,"Normal",130000
"147",51,"Pave","Lvl","Gtl","BrkSide","Norm","Norm","1Story",5,7,1931,1993,"Gable","TA","TA","BrkTil","TA","TA",715,"GasA","TA",1,"FuseA",875,0,875,0,1,5,1931,"Unf",1,180,"Normal",105000
"148",NA,"Pave","Lvl","Gtl","Gilbert","Norm","Norm","2Story",7,5,2001,2001,"Gable","Gd","TA","PConc","Gd","TA",884,"GasA","Ex",1,"SBrkr",884,1151,2035,0,2,8,2001,"Fin",2,434,"Normal",222500
"149",63,"Pave","Lvl","Gtl","SawyerW","Norm","Norm","1Story",7,5,2004,2005,"Gable","TA","TA","PConc","Gd","TA",1080,"GasA","Ex",1,"SBrkr",1080,0,1080,0,1,6,NA,NA,0,0,"Normal",141000
"150",NA,"Pave","Lvl","Gtl","BrkSide","Norm","Norm","1.5Fin",5,4,1936,1950,"Gable","TA","TA","BrkTil","Gd","TA",896,"GasA","Gd",1,"FuseA",896,448,1344,0,1,7,1936,"Unf",1,240,"Normal",115000
"151",120,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","1Story",5,6,1975,1975,"Gable","TA","TA","CBlock","TA","TA",969,"GasA","TA",1,"SBrkr",969,0,969,0,1,5,1975,"Unf",2,440,"Normal",122000
"152",107,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","1Story",8,5,2007,2008,"Hip","Gd","TA","PConc","Ex","TA",1710,"GasA","Ex",1,"SBrkr",1710,0,1710,0,2,6,2007,"RFn",3,866,"Partial",372402
"153",NA,"Pave","Lvl","Gtl","NWAmes","Norm","Norm","2Story",6,5,1971,1971,"Gable","TA","TA","CBlock","TA","TA",825,"GasA","Gd",1,"SBrkr",1097,896,1993,0,2,8,1971,"RFn",2,495,"Normal",190000
"154",NA,"Pave","Lvl","Gtl","ClearCr","Norm","Norm","1Story",6,7,1960,1975,"Flat","TA","TA","CBlock","Gd","TA",1602,"GasA","Gd",1,"SBrkr",1252,0,1252,0,1,4,1960,"RFn",2,564,"Normal",235000
"155",84,"Pave","Lvl","Gtl","OldTown","Norm","Norm","1Story",6,5,1923,1950,"Gable","TA","TA","BrkTil","TA","TA",1200,"GasA","TA",1,"FuseA",1200,0,1200,0,1,7,1923,"Unf",1,312,"Family",125000
"156",60,"Pave","Lvl","Gtl","Edwards","Artery","Norm","1.5Fin",6,5,1924,1950,"Gable","TA","TA","BrkTil","TA","TA",572,"Grav","Fa",0,"FuseF",572,524,1096,0,1,5,NA,NA,0,0,"Normal",79000
"157",60,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,7,1950,1950,"Hip","TA","TA","CBlock",NA,NA,0,"GasA","TA",1,"FuseF",1040,0,1040,0,1,5,1950,"Unf",2,625,"Normal",109500
"158",92,"Pave","Lvl","Gtl","Timber","Norm","Norm","2Story",8,5,2009,2010,"Gable","Gd","TA","PConc","Ex","TA",774,"GasA","Ex",1,"SBrkr",774,1194,1968,0,2,8,2009,"Fin",3,680,"Partial",269500
"159",100,"Pave","Lvl","Gtl","Somerst","Norm","Norm","2Story",7,5,2004,2005,"Gable","Gd","TA","PConc","Gd","TA",991,"GasA","Ex",1,"SBrkr",991,956,1947,0,2,8,2004,"RFn",2,678,"Normal",254900
"160",134,"Pave","HLS","Gtl","Gilbert","Norm","Norm","2Story",7,5,2005,2006,"Gable","Gd","TA","PConc","Gd","TA",1392,"GasA","Ex",1,"SBrkr",1392,1070,2462,0,2,9,2006,"RFn",2,576,"Partial",320000
"161",NA,"Pave","Lvl","Gtl","Veenker","Norm","Norm","1Story",6,6,1984,1984,"Gable","TA","TA","PConc","Gd","TA",1232,"GasA","TA",1,"SBrkr",1232,0,1232,0,2,6,1984,"Unf",2,516,"Normal",162500
"162",110,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","2Story",9,5,2003,2004,"Gable","Gd","TA","PConc","Ex","TA",1572,"GasA","Ex",1,"SBrkr",1572,1096,2668,0,2,10,2003,"Fin",3,726,"Normal",412500
"163",95,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","1Story",7,5,2005,2005,"Gable","Gd","TA","PConc","Gd","TA",1541,"GasA","Ex",1,"SBrkr",1541,0,1541,0,2,7,2005,"RFn",2,532,"Partial",220000
"164",55,"Pave","Lvl","Gtl","OldTown","Norm","Norm","1.5Unf",4,6,1956,1956,"Gable","TA","TA","CBlock","TA","TA",882,"GasA","Ex",1,"SBrkr",882,0,882,0,1,4,NA,NA,0,0,"Normal",103200
"165",40,"Pave","Lvl","Gtl","OldTown","Norm","Norm","1Story",6,7,1926,2004,"Gable","TA","Gd","BrkTil","TA","TA",1149,"GasA","Gd",1,"FuseA",1149,467,1616,0,2,5,1926,"Unf",1,216,"Normal",152000
"166",62,"Pave","Lvl","Gtl","Edwards","Norm","Norm","1.5Fin",5,7,1940,1999,"Gable","TA","Gd","BrkTil","TA","TA",644,"GasA","Gd",1,"SBrkr",808,547,1355,0,2,6,NA,NA,0,0,"Normal",127500
"167",NA,"Pave","Lvl","Gtl","ClearCr","Norm","Norm","1Story",5,5,1955,1993,"Hip","Gd","TA","CBlock","TA","TA",1617,"GasA","Ex",1,"FuseA",1867,0,1867,0,1,7,1955,"Fin",1,303,"Normal",190000
"168",86,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","2Story",8,5,2007,2007,"Gable","Gd","TA","PConc","Ex","TA",1582,"GasA","Ex",1,"SBrkr",1610,551,2161,0,1,8,2007,"Fin",3,789,"Partial",325624
"169",62,"Pave","Lvl","Gtl","Gilbert","Norm","Norm","2Story",7,5,2004,2004,"Gable","Gd","TA","PConc","Gd","TA",840,"GasA","Ex",1,"SBrkr",840,880,1720,0,2,7,2004,"Fin",2,440,"Normal",183500
"170",NA,"Pave","Lvl","Gtl","Timber","Norm","Norm","1Story",8,6,1981,1981,"Hip","Gd","TA","CBlock","Gd","TA",1686,"GasA","TA",1,"SBrkr",1707,0,1707,0,2,6,1981,"RFn",2,511,"Normal",228000
"171",NA,"Pave","Lvl","Gtl","OldTown","Feedr","Norm","1.5Fin",5,6,1941,1950,"Gable","TA","TA","CBlock","TA","TA",720,"GasA","TA",1,"SBrkr",854,0,1382,0,1,7,1991,"Unf",2,660,"Normal",128500
"172",141,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",6,5,1960,1960,"Hip","TA","TA","CBlock","TA","Gd",1080,"GasA","Fa",1,"SBrkr",1656,0,1656,0,1,7,1960,"Fin",2,528,"Normal",215000
"173",44,"Pave","Lvl","Gtl","StoneBr","Norm","Norm","2Story",7,7,1987,1987,"Gable","Gd","Gd","PConc","Gd","Gd",1064,"GasA","Gd",1,"SBrkr",1064,703,1767,0,2,5,1987,"RFn",2,504,"Normal",239000
"174",80,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",6,5,1961,1961,"Gable","TA","TA","CBlock","TA","TA",1362,"GasA","TA",1,"SBrkr",1362,0,1362,0,1,6,1961,"Unf",2,504,"Normal",163000
"175",47,"Pave","Lvl","Gtl","Timber","Norm","Norm","1Story",6,5,1986,1986,"Gable","TA","TA","CBlock","Gd","Fa",1606,"GasA","TA",1,"SBrkr",1651,0,1651,0,2,7,1986,"Fin",2,616,"Normal",184000
"176",84,"Pave","Lvl","Gtl","Edwards","Norm","Norm","1Story",6,7,1950,2001,"Gable","TA","TA","CBlock","TA","Gd",1202,"GasA","TA",1,"SBrkr",2158,0,2158,0,2,7,1950,"Unf",2,576,"Normal",243000
"177",97,"Pave","Lvl","Gtl","ClearCr","Norm","Norm","2Story",6,5,1988,1989,"Gable","Gd","TA","PConc","Gd","TA",1151,"GasA","TA",1,"SBrkr",1164,896,2060,1,2,8,1988,"Unf",2,521,"Normal",211000
"178",NA,"Pave","Lvl","Gtl","Sawyer","Norm","Norm","1.5Fin",5,5,1958,1958,"Gable","Gd","Gd","CBlock","TA","TA",1052,"GasA","Ex",1,"SBrkr",1252,668,1920,0,2,8,1958,"Unf",2,451,"Normal",172500
"179",63,"Pave","Lvl","Gtl","StoneBr","Norm","Norm","1Story",9,5,2008,2009,"Hip","Ex","TA","PConc","Ex","TA",2216,"GasA","Ex",1,"SBrkr",2234,0,2234,0,2,9,2009,"Fin",3,1166,"Partial",501837
"180",60,"Pave","Lvl","Gtl","OldTown","Norm","Norm","1Story",5,6,1923,2006,"Gable","Gd","TA","CBlock","TA","TA",968,"GasA","TA",1,"SBrkr",968,0,968,0,1,5,1935,"Unf",2,480,"Normal",1e+05
"181",NA,"Pave","Lvl","Gtl","Somerst","Norm","Norm","2Story",6,5,2000,2000,"Gable","Gd","TA","PConc","Gd","TA",756,"GasA","Ex",1,"SBrkr",769,756,1525,0,2,5,2000,"Unf",2,440,"Normal",177000
"182",54,"Pave","Lvl","Gtl","Crawfor","Norm","Norm","2Story",7,6,1920,1950,"Gable","TA","TA","BrkTil","Fa","TA",793,"GasA","Gd",1,"SBrkr",901,901,1802,0,1,9,1920,"Unf",1,216,"Normal",200100
"183",60,"Pave","Lvl","Gtl","Edwards","Artery","Norm","1Story",5,6,1957,2006,"Hip","TA","TA","PConc",NA,NA,0,"GasA","Ex",1,"SBrkr",1340,0,1340,0,1,7,1957,"RFn",1,252,"Normal",120000
"184",63,"Pave","Lvl","Gtl","OldTown","Norm","Norm","1.5Fin",7,5,2003,2003,"Gable","TA","TA","PConc","Gd","TA",1362,"GasA","Ex",1,"SBrkr",1362,720,2082,0,2,6,2003,"Unf",2,484,"Normal",2e+05
"185",92,"Pave","Lvl","Gtl","BrkSide","RRAn","Feedr","1.5Fin",5,8,1908,1991,"Gable","TA","TA","PConc","Fa","TA",504,"GasA","Gd",1,"SBrkr",936,316,1252,0,1,5,1986,"Unf",2,576,"Normal",127000
"186",90,"Pave","Lvl","Gtl","OldTown","Artery","Norm","2.5Fin",10,9,1892,1993,"Gable","Gd","Gd","BrkTil","TA","TA",1107,"GasA","Ex",1,"SBrkr",1518,1518,3608,0,2,12,1993,"Unf",3,840,"Normal",475000
"187",NA,"Pave","Lvl","Gtl","Mitchel","Norm","Norm","SLvl",7,5,1990,1991,"Gable","TA","TA","PConc","Gd","TA",1188,"GasA","Ex",1,"SBrkr",1217,0,1217,0,2,6,1990,"Unf",2,497,"Normal",173000
"188",60,"Pave","Lvl","Gtl","OldTown","Norm","Norm","1.5Fin",5,7,1916,1987,"Gable","TA","TA","CBlock","Fa","TA",660,"GasA","Ex",1,"SBrkr",808,704,1656,0,2,8,1916,"Unf",1,180,"Normal",135000
"189",64,"Pave","Bnk","Gtl","SawyerW","Feedr","Norm","SFoyer",5,5,1979,1979,"Gable","TA","TA","CBlock","Gd","TA",1086,"GasA","TA",1,"SBrkr",1224,0,1224,0,0,6,1979,"Unf",2,528,"Alloca",153337
"190",41,"Pave","Lvl","Gtl","StoneBr","Norm","Norm","1Story",8,5,2001,2002,"Gable","Gd","TA","PConc","Ex","TA",1593,"GasA","Ex",1,"SBrkr",1593,0,1593,0,1,5,2001,"Fin",2,682,"Normal",286000
"191",70,"Pave","Bnk","Mod","Crawfor","Norm","Norm","2Story",8,8,1932,1994,"Hip","Gd","TA","CBlock","Gd","Gd",853,"GasA","TA",1,"SBrkr",1549,1178,2727,0,2,10,1932,"Unf",2,440,"Normal",315000
"192",NA,"Pave","Lvl","Gtl","NAmes","Norm","Norm","2Story",7,9,1972,2004,"Gable","TA","TA","CBlock","TA","TA",725,"GasA","Gd",1,"SBrkr",725,754,1479,0,1,7,1972,"Fin",2,484,"Normal",184000
"193",68,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","1Story",7,5,1999,1999,"Gable","Gd","TA","PConc","Gd","TA",1431,"GasA","Ex",1,"SBrkr",1431,0,1431,0,2,6,1999,"Fin",2,666,"Normal",192000
"194",24,"Pave","Lvl","Gtl","Edwards","Norm","Norm","2Story",7,5,2004,2004,"Gable","Gd","TA","PConc","Gd","TA",970,"GasA","Ex",1,"SBrkr",970,739,1709,0,2,7,2004,"Unf",2,380,"Normal",130000
"195",60,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","1Story",5,7,1972,1972,"Hip","TA","TA","CBlock","TA","TA",864,"GasA","TA",1,"SBrkr",864,0,864,0,1,5,1989,"Unf",1,352,"Normal",127000
"196",24,"Pave","Lvl","Gtl","NPkVill","Norm","Norm","2Story",6,6,1976,1976,"Gable","TA","TA","CBlock","Gd","TA",855,"GasA","TA",1,"SBrkr",855,601,1456,0,2,7,1976,"Unf",2,440,"Normal",148500
"197",79,"Pave","Lvl","Gtl","Somerst","Norm","Norm","1Story",7,5,2007,2007,"Hip","Ex","TA","PConc","Ex","TA",1726,"GasA","Ex",1,"SBrkr",1726,0,1726,0,2,8,2007,"Fin",3,786,"Partial",311872
"198",174,"Pave","Lvl","Gtl","NAmes","Artery","Norm","2Story",8,4,1918,1990,"Gable","Gd","Gd","PConc","TA","TA",1360,"GasA","Gd",1,"SBrkr",1360,1360,3112,1,2,8,1918,"Unf",2,795,"Abnorml",235000
"199",92,"Pave","Lvl","Gtl","OldTown","Norm","Norm","2.5Fin",6,6,1912,1950,"Gable","TA","TA","CBlock","TA","TA",755,"GasA","Ex",1,"SBrkr",929,929,2229,0,1,8,NA,NA,0,0,"Abnorml",104000
"200",76,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","1Story",8,5,2004,2005,"Hip","Gd","TA","PConc","Ex","TA",1713,"GasA","Ex",1,"SBrkr",1713,0,1713,0,2,7,2004,"Fin",3,856,"Normal",274900
"201",80,"Pave","Lvl","Gtl","Edwards","Norm","Norm","1Story",4,5,2003,2004,"Gable","TA","TA","PConc","Gd","TA",1121,"GasA","Ex",1,"SBrkr",1121,0,1121,0,2,5,2003,"RFn",2,440,"Normal",140000
"202",75,"Pave","Lvl","Gtl","Mitchel","Norm","Norm","1Story",6,6,1977,1977,"Gable","TA","TA","CBlock","TA","TA",1196,"GasA","TA",1,"SBrkr",1279,0,1279,1,2,6,1980,"Unf",2,473,"Normal",171500
"203",50,"Pave","Lvl","Gtl","OldTown","Artery","Norm","1.5Fin",6,6,1924,1950,"Gable","TA","Gd","BrkTil","Fa","TA",617,"GasA","Gd",1,"SBrkr",865,445,1310,0,2,6,1924,"Unf",1,398,"Normal",112000
"204",NA,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","1Story",6,5,2004,2004,"Gable","Gd","TA","PConc","Gd","TA",848,"GasA","Ex",1,"SBrkr",848,0,848,0,1,3,2004,"RFn",2,420,"Normal",149000
"205",50,"Pave","Lvl","Gtl","OldTown","Norm","Norm","1.5Fin",5,7,1947,1950,"Gable","TA","TA","CBlock","TA","TA",720,"GasA","TA",1,"SBrkr",720,564,1284,0,1,5,1948,"Unf",1,240,"Normal",110000
"206",99,"Pave","Lvl","Gtl","Gilbert","Norm","Norm","1Story",7,5,1990,1990,"Gable","TA","TA","PConc","Gd","TA",1424,"GasA","Ex",1,"SBrkr",1442,0,1442,0,2,5,1990,"RFn",2,500,"Normal",180500
"207",40,"Pave","Lvl","Gtl","Sawyer","RRAe","Norm","1Story",5,5,1962,1962,"Gable","TA","Gd","CBlock","TA","TA",1140,"GasA","TA",1,"SBrkr",1696,0,1696,0,1,8,1962,"RFn",1,349,"Normal",143900
"208",NA,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",4,5,1960,1960,"Gable","TA","TA","PConc","TA","TA",1100,"GasA","TA",1,"SBrkr",1100,0,1100,0,1,6,1960,"RFn",1,312,"Normal",141000
"209",NA,"Pave","Low","Mod","SawyerW","Norm","Norm","2Story",7,5,1988,1989,"Gable","Gd","TA","CBlock","Gd","TA",1157,"GasA","Ex",1,"SBrkr",1180,882,2062,0,2,7,1988,"Fin",2,454,"Normal",277000
"210",75,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",6,7,1964,1964,"Hip","TA","TA","CBlock","Gd","TA",1092,"GasA","Ex",1,"SBrkr",1092,0,1092,0,1,6,1964,"RFn",2,504,"Normal",145000
"211",67,"Pave","Lvl","Gtl","Edwards","Norm","Norm","1Story",5,6,1925,1950,"Gable","TA","TA","CBlock","TA","TA",864,"GasA","TA",0,"FuseA",864,0,864,0,1,5,NA,NA,0,0,"Normal",98000
"212",83,"Pave","Lvl","Gtl","Edwards","Norm","Norm","1Story",6,5,2009,2009,"Gable","TA","TA","PConc","Gd","TA",1212,"GasA","Ex",1,"SBrkr",1212,0,1212,0,2,6,2009,"RFn",2,460,"Normal",186000
"213",72,"Pave","Lvl","Gtl","Somerst","Norm","Norm","2Story",7,5,2009,2009,"Gable","TA","TA","PConc","Gd","TA",900,"GasA","Ex",1,"SBrkr",932,920,1852,0,2,7,2009,"RFn",2,644,"Partial",252678
"214",43,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","1Story",5,5,1995,1995,"Gable","TA","TA","PConc","Gd","TA",990,"GasA","Ex",1,"SBrkr",990,0,990,1,1,5,1996,"Unf",2,576,"Normal",156000
"215",NA,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","2Story",6,7,1977,1977,"Gable","TA","TA","CBlock","Gd","TA",689,"GasA","Ex",1,"SBrkr",689,703,1392,0,1,6,1977,"Fin",1,299,"Normal",161750
"216",72,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,6,1957,1996,"Gable","TA","TA","CBlock","TA","TA",1070,"GasA","TA",1,"SBrkr",1236,0,1236,1,1,6,1957,"Unf",1,447,"Normal",134450
"217",65,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","1Story",7,5,2004,2004,"Gable","Gd","TA","PConc","Gd","TA",1436,"GasA","Ex",1,"SBrkr",1436,0,1436,0,2,8,2004,"Unf",2,484,"Normal",210000
"218",57,"Pave","Lvl","Gtl","OldTown","Norm","Norm","2Story",4,4,1925,1950,"Gable","TA","TA","CBlock","TA","TA",686,"GasA","Fa",0,"SBrkr",810,518,1328,0,1,8,1940,"Unf",1,210,"Family",107000
